flight,channel,snr_db,noise_std
2021-02-03-13-53-04,mot_3,40.30937262854454,1.3143681007645536
2021-02-03-13-53-04,mot_4,40.656529273134836,1.250014355934802
2021-02-03-13-53-04,dmot_1,7.678422620345815,204.76648606709554
2021-02-03-13-53-04,dmot_2,6.97902617322204,215.50459719068792
2021-02-03-13-53-04,dmot_3,6.686126263168245,229.62592534357896
2021-02-03-13-53-04,dmot_4,6.296599766488918,215.50097988265597
2021-02-03-13-53-04,vbat,63.512699936300834,8.004741677696643e-05
2021-02-03-13-54-06,ang_acc_x,11.750303305956024,0.38026471144657226
2021-02-03-13-54-06,ang_acc_y,16.102702748853517,0.19593412102611857
2021-02-03-13-54-06,ang_acc_z,10.819797581799982,0.2079884603916074
2021-02-03-13-54-06,ang_vel_x,42.375540653557124,0.0050174295909358665
2021-02-03-13-54-06,ang_vel_y,43.145790325068425,0.002818771764598346
2021-02-03-13-54-06,ang_vel_z,37.79207386607173,0.0027745666483823114
2021-02-03-13-54-06,qx,74.49196632586607,1.9203285496980368e-05
2021-02-03-13-54-06,qy,69.57243991260272,1.748312278973302e-05
2021-02-03-13-54-06,qz,79.24585737246123,8.32469869053174e-06
2021-02-03-13-54-06,qw,75.5719579353174,1.198382620869294e-05
2021-02-03-13-54-06,acc_x,62.63363020187572,0.0005387043407597576
2021-02-03-13-54-06,acc_y,66.2869013453774,0.0004627183868831394
2021-02-03-13-54-06,acc_z,71.29393872098498,7.482685755876978e-05
2021-02-03-13-54-06,vel_x,79.33733993387901,7.012166571867702e-05
2021-02-03-13-54-06,vel_y,76.63221013579553,6.354354211646084e-05
2021-02-03-13-54-06,vel_z,64.2441606303858,0.00012636726143269803
2021-02-03-13-54-06,pos_x,81.67453987596348,1.2131811365014578e-05
2021-02-03-13-54-06,pos_y,91.02428876748918,1.4235509181796056e-05
2021-02-03-13-54-06,pos_z,77.71893151183617,4.677091294126257e-06
2021-02-03-13-54-06,mot_1,41.91411304163,1.284443902043153
2021-02-03-13-54-06,mot_2,42.03085149048775,1.4315729549603944
2021-02-03-13-54-06,mot_3,41.56796399893675,1.5249345735247288
2021-02-03-13-54-06,mot_4,42.29583439584918,1.2740751433490216
2021-02-03-13-54-06,dmot_1,5.468319668238838,220.79631566458497
2021-02-03-13-54-06,dmot_2,5.455318719166838,242.88331683123408
2021-02-03-13-54-06,dmot_3,5.5792324626254945,263.2893143823069
2021-02-03-13-54-06,dmot_4,4.926984509378525,221.8143058188085
2021-02-03-13-54-06,vbat,52.95810699244156,9.001511690440793e-05
2021-02-03-16-10-37,ang_acc_x,13.628713713943794,0.4100975039937695
2021-02-03-16-10-37,ang_acc_y,18.372071086260707,0.18986290453303975
2021-02-03-16-10-37,ang_acc_z,12.70761637058428,0.1956335763797107
2021-02-03-16-10-37,ang_vel_x,36.58111900809576,0.0054725702535735705
2021-02-03-16-10-37,ang_vel_y,40.86364484809571,0.0026332870035629175
2021-02-03-16-10-37,ang_vel_z,35.03393540735688,0.0025514602970643807
2021-02-03-16-10-37,qx,51.582310441597315,2.1851145201026432e-05
2021-02-03-16-10-37,qy,73.4901819208371,2.0843040507748618e-05
2021-02-03-16-10-37,qz,72.40272105502646,1.5603490257997084e-05
2021-02-03-16-10-37,qw,85.32330226360935,3.6673544833419557e-06
2021-02-03-16-10-37,acc_x,59.55663344862429,0.000539510984273812
2021-02-03-16-10-37,acc_y,59.82668320439181,0.00048560389344391003
2021-02-03-16-10-37,acc_z,77.68465353415878,7.717517341949448e-05
2021-02-03-16-10-37,vel_x,79.15972013872535,6.099261448699366e-05
2021-02-03-16-10-37,vel_y,74.27863314583065,6.315408072047976e-05
2021-02-03-16-10-37,vel_z,81.29959488486087,6.365838905746347e-05
2021-02-03-16-10-37,pos_x,88.31611062816678,1.0376584300964509e-05
2021-02-03-16-10-37,pos_y,76.57831749514975,1.2022184139274117e-05
2021-02-03-16-10-37,pos_z,73.53536391968815,5.603088329519101e-06
2021-02-03-16-10-37,mot_1,41.2037469709221,1.155239700324937
2021-02-03-16-10-37,mot_2,41.72298476237553,1.1759522924260404
2021-02-03-16-10-37,mot_3,40.297364204751425,1.23029345073438
2021-02-03-16-10-37,mot_4,42.68149376104448,1.081836383289857
2021-02-03-16-10-37,dmot_1,10.668596100518148,198.10393182049626
2021-02-03-16-10-37,dmot_2,10.20971321785881,202.97324088056777
2021-02-03-16-10-37,dmot_3,9.155582694984364,211.79960951446418
2021-02-03-16-10-37,dmot_4,11.587656055184661,187.9083342677873
2021-02-03-16-10-37,vbat,53.61214976630785,0.00015723130958518821
2021-02-03-16-12-22,ang_acc_x,14.485356081313501,0.4136082977122184
2021-02-03-16-12-22,ang_acc_y,18.012089976002592,0.2026830644180143
2021-02-03-16-12-22,ang_acc_z,12.461529931565034,0.1980958597323346
2021-02-03-16-12-22,ang_vel_x,38.37825571286167,0.005455773717487206
2021-02-03-16-12-22,ang_vel_y,37.568422065904755,0.002855309818115443
2021-02-03-16-12-22,ang_vel_z,33.86758072523009,0.0025993531829034008
2021-02-03-16-12-22,qx,57.972515460146205,2.1849411388845014e-05
2021-02-03-16-12-22,qy,71.04253256577613,1.9935419496295622e-05
2021-02-03-16-12-22,qz,69.78545661240815,1.6170271299674003e-05
2021-02-03-16-12-22,qw,84.92017868774532,5.309183145153117e-06
2021-02-03-16-12-22,acc_x,58.89051925814058,0.0005770174442028828
2021-02-03-16-12-22,acc_y,58.78812880173346,0.0005040172176477863
2021-02-03-16-12-22,acc_z,76.93785020099858,8.534682910980171e-05
2021-02-03-16-12-22,vel_x,71.60417462885484,7.589077944857738e-05
2021-02-03-16-12-22,vel_y,67.5014112503169,8.771452886471067e-05
2021-02-03-16-12-22,vel_z,82.10825996114352,8.72041680297464e-05
2021-02-03-16-12-22,pos_x,86.2789402418983,1.2322557496701591e-05
2021-02-03-16-12-22,pos_y,78.60661768975513,1.2874873459527512e-05
2021-02-03-16-12-22,pos_z,79.09622965455662,5.558159851242949e-06
2021-02-03-16-12-22,mot_1,41.457085270755485,1.3514839396407394
2021-02-03-16-12-22,mot_2,41.64474707167598,1.224776181599098
2021-02-03-16-12-22,mot_3,40.542149840985374,1.3736650780010726
2021-02-03-16-12-22,mot_4,41.699952008097625,1.1879452498957983
2021-02-03-16-12-22,dmot_1,10.400205964367856,234.36052099621705
2021-02-03-16-12-22,dmot_2,10.980303618960683,208.39831937833645
2021-02-03-16-12-22,dmot_3,10.129159173313042,240.07651923629567
2021-02-03-16-12-22,dmot_4,10.484974145936725,207.30645954428462
2021-02-03-16-12-22,vbat,58.78825661327768,0.00019319914888823176
2021-02-03-16-45-38,ang_acc_x,13.451186990318092,0.35645538382523634
2021-02-03-16-45-38,ang_acc_y,14.928431660074493,0.23130461437469005
2021-02-03-16-45-38,ang_acc_z,13.653487786475358,0.18408185447042516
2021-02-03-16-45-38,ang_vel_x,37.814064217772845,0.0045662508329416245
2021-02-03-16-45-38,ang_vel_y,33.801204468902306,0.0032239727535580756
2021-02-03-16-45-38,ang_vel_z,35.01198407785435,0.0024248351223294246
2021-02-03-16-45-38,qx,68.6434758475381,2.2737888314317052e-05
2021-02-03-16-45-38,qy,81.767615169559,2.2409978028093264e-05
2021-02-03-16-45-38,qz,64.78253809529575,1.8452832943373202e-05
2021-02-03-16-45-38,qw,82.72837505491516,5.827440885760471e-06
2021-02-03-16-45-38,acc_x,55.32298793562121,0.0007016225183298039
2021-02-03-16-45-38,acc_y,59.90836000876932,0.0005314539554452925
2021-02-03-16-45-38,acc_z,88.5840760790986,9.139289164935462e-05
2021-02-03-16-45-38,vel_x,74.91915752569453,8.880487251273762e-05
2021-02-03-16-45-38,vel_y,77.78451286264368,9.841640646197966e-05
2021-02-03-16-45-38,vel_z,83.1488226949995,0.00010003656714463413
2021-02-03-16-45-38,pos_x,97.1858944648706,1.3574547323669916e-05
2021-02-03-16-45-38,pos_y,86.56407489472696,1.3092017404582678e-05
2021-02-03-16-45-38,pos_z,88.7029934987541,5.8061928408421615e-06
2021-02-03-16-45-38,mot_1,40.76156302383875,1.3286016756117567
2021-02-03-16-45-38,mot_2,41.55921697829104,1.3840470650693144
2021-02-03-16-45-38,mot_3,41.35689109396655,1.4449144143296802
2021-02-03-16-45-38,mot_4,41.2150311492684,1.2762060831830662
2021-02-03-16-45-38,dmot_1,9.797475669866103,230.4861422752367
2021-02-03-16-45-38,dmot_2,10.576300682336282,240.07118820633812
2021-02-03-16-45-38,dmot_3,10.353600985260245,246.9922747959506
2021-02-03-16-45-38,dmot_4,10.166042776960367,224.08607848294758
2021-02-03-16-45-38,vbat,68.9422573858999,0.00019808000659944582
2021-02-03-16-47-27,ang_acc_x,16.946869773124522,0.18508398199853854
2021-02-03-16-47-27,ang_acc_y,18.453258704772963,0.12618989257453203
2021-02-03-16-47-27,ang_acc_z,11.539155115536321,0.13605490882822444
2021-02-03-16-47-27,ang_vel_x,39.25179757085886,0.0024166530827547535
2021-02-03-16-47-27,ang_vel_y,41.995113115414604,0.0016683957282157531
2021-02-03-16-47-27,ang_vel_z,22.070693011769716,0.0017886680323351562
2021-02-03-16-47-27,qx,58.15033902541407,1.4488043722690525e-05
2021-02-03-16-47-27,qy,61.70805025510343,2.0145351775021358e-05
2021-02-03-16-47-27,qz,75.97432357803685,1.368843720903703e-05
2021-02-03-16-47-27,qw,68.584994251315,1.7985452429968407e-06
2021-02-03-16-47-27,acc_x,51.05645791064897,0.0003982736567358195
2021-02-03-16-47-27,acc_y,51.72646049573535,0.0002861715675977159
2021-02-03-16-47-27,acc_z,62.777934795213504,4.3846083415307464e-05
2021-02-03-16-47-27,vel_x,63.51131728141791,2.192223053660614e-05
2021-02-03-16-47-27,vel_y,65.31655354075122,2.199442710614358e-05
2021-02-03-16-47-27,vel_z,69.30805651577485,3.206493727625748e-05
2021-02-03-16-47-27,pos_x,89.55162605069381,5.8918698589133895e-06
2021-02-03-16-47-27,pos_y,81.54247105789965,6.203609646198485e-06
2021-02-03-16-47-27,pos_z,84.19453755992265,4.524033715132214e-06
2021-02-03-16-47-27,mot_1,30.149936086284484,0.7897860092184774
2021-02-03-16-47-27,mot_2,32.47990531561355,0.7985846083689176
2021-02-03-16-47-27,mot_3,28.64007489646909,0.8497616244574326
2021-02-03-16-47-27,mot_4,32.22650341452222,0.7513315074699187
2021-02-03-16-47-27,dmot_1,9.010125382266791,137.49804209610792
2021-02-03-16-47-27,dmot_2,8.428556751334781,136.28045906678236
2021-02-03-16-47-27,dmot_3,9.0508497554782,147.5875141805425
2021-02-03-16-47-27,dmot_4,7.074468922183658,130.71080397983695
2021-02-03-16-47-27,vbat,56.62709044559827,5.5025601575064796e-05
2021-02-03-16-54-28,ang_acc_x,16.838895647284907,0.3596124897879238
2021-02-03-16-54-28,ang_acc_y,16.61914024574058,0.25800252503656207
2021-02-03-16-54-28,ang_acc_z,13.062881158445345,0.22610581832099613
2021-02-03-16-54-28,ang_vel_x,40.072053377186386,0.004755140578463464
2021-02-03-16-54-28,ang_vel_y,34.21506313888329,0.003574689800618452
2021-02-03-16-54-28,ang_vel_z,33.24154106856758,0.00290520148921819
2021-02-03-16-54-28,qx,51.512405908925835,2.3837763428282575e-05
2021-02-03-16-54-28,qy,77.79107137955093,2.2515502859695636e-05
2021-02-03-16-54-28,qz,55.573082361947556,1.6899229767389528e-05
2021-02-03-16-54-28,qw,73.46956100307908,5.673546125494155e-06
2021-02-03-16-54-28,acc_x,53.04679553894439,0.0006983169531437895
2021-02-03-16-54-28,acc_y,60.11200493953474,0.0005845878843309243
2021-02-03-16-54-28,acc_z,89.82420240341423,9.505062256307041e-05
2021-02-03-16-54-28,vel_x,72.54481373010313,0.00010017413427217275
2021-02-03-16-54-28,vel_y,67.6581233784002,9.118124567313943e-05
2021-02-03-16-54-28,vel_z,82.35964337818686,7.998662164803966e-05
2021-02-03-16-54-28,pos_x,89.78548409540595,1.2043745822316955e-05
2021-02-03-16-54-28,pos_y,77.84219401187616,1.2582593911004202e-05
2021-02-03-16-54-28,pos_z,79.72624970310095,5.940974033556489e-06
2021-02-03-16-54-28,mot_1,42.155037783377,1.4980758534019722
2021-02-03-16-54-28,mot_2,42.073742017848055,1.6511858808085054
2021-02-03-16-54-28,mot_3,41.4341942993967,1.669911969587312
2021-02-03-16-54-28,mot_4,43.21869159312331,1.2707418819294418
2021-02-03-16-54-28,dmot_1,11.4747083706467,258.41337709177066
2021-02-03-16-54-28,dmot_2,11.765026553376964,280.3359368246427
2021-02-03-16-54-28,dmot_3,11.40952986013749,282.38317980831414
2021-02-03-16-54-28,dmot_4,12.520863043304544,222.9291725601362
2021-02-03-16-54-28,vbat,63.35894770021929,0.00029452380173224243
2021-02-03-16-55-55,ang_acc_x,24.703857021824422,0.2693369396316833
2021-02-03-16-55-55,ang_acc_y,24.082270377250676,0.1910298432346284
2021-02-03-16-55-55,ang_acc_z,17.934863006855476,0.158970850429769
2021-02-03-16-55-55,ang_vel_x,47.91867945399743,0.0035500295256113653
2021-02-03-16-55-55,ang_vel_y,45.82802896409147,0.0025569618561699374
2021-02-03-16-55-55,ang_vel_z,41.2076531441,0.0020476847663896086
2021-02-03-16-55-55,qx,78.0013144290478,2.317209687655012e-05
2021-02-03-16-55-55,qy,64.30875173076707,2.0007284213801884e-05
2021-02-03-16-55-55,qz,71.83257356485234,1.289302824556546e-05
2021-02-03-16-55-55,qw,75.43971618556965,7.659087475158199e-06
2021-02-03-16-55-55,acc_x,53.61187978571632,0.0005102602125106346
2021-02-03-16-55-55,acc_y,54.812888979206974,0.0004587575153632043
2021-02-03-16-55-55,acc_z,81.14802067330389,7.016785776539435e-05
2021-02-03-16-55-55,vel_x,74.20055347246706,4.2924715226148466e-05
2021-02-03-16-55-55,vel_y,68.8701620240077,4.516493704599629e-05
2021-02-03-16-55-55,vel_z,78.10127579405263,5.78512498779686e-05
2021-02-03-16-55-55,pos_x,85.48622125116717,9.204551457114252e-06
2021-02-03-16-55-55,pos_y,96.21669235920882,8.166044741486721e-06
2021-02-03-16-55-55,pos_z,82.34369059249099,5.5276953022140416e-06
2021-02-03-16-55-55,mot_1,40.2406935534942,1.2712530450410933
2021-02-03-16-55-55,mot_2,40.101623157031284,1.2951602976138339
2021-02-03-16-55-55,mot_3,39.37998905879799,1.419684156949415
2021-02-03-16-55-55,mot_4,40.347801124640476,1.0651857763149393
2021-02-03-16-55-55,dmot_1,14.973231595204728,210.3715296781295
2021-02-03-16-55-55,dmot_2,15.146564189544314,218.5783682103019
2021-02-03-16-55-55,dmot_3,14.542820317307628,240.10890998685764
2021-02-03-16-55-55,dmot_4,15.13089023294903,185.68686207270525
2021-02-03-16-55-55,vbat,60.864377949204595,0.00015715025999892872
2021-02-03-16-58-13,ang_acc_x,13.545803007102162,0.2364405917426403
2021-02-03-16-58-13,ang_acc_y,17.357938293614186,0.16795143411709954
2021-02-03-16-58-13,ang_acc_z,11.770167437494862,0.14882672685625306
2021-02-03-16-58-13,ang_vel_x,38.6553893703819,0.003242722904505293
2021-02-03-16-58-13,ang_vel_y,44.07443564386763,0.002324519194014839
2021-02-03-16-58-13,ang_vel_z,35.73140307062806,0.0020235620071202736
2021-02-03-16-58-13,qx,72.22302551870885,1.8967585083514853e-05
2021-02-03-16-58-13,qy,76.55619931276985,1.747759240969216e-05
2021-02-03-16-58-13,qz,93.50578442571543,1.0057307214221133e-05
2021-02-03-16-58-13,qw,96.71974495194667,7.499531035097328e-06
2021-02-03-16-58-13,acc_x,61.85691190565855,0.0004631618463033076
2021-02-03-16-58-13,acc_y,66.05040698684185,0.0003678374571396805
2021-02-03-16-58-13,acc_z,73.56276779680569,6.410881274549282e-05
2021-02-03-16-58-13,vel_x,78.956564892665,5.9710382094471856e-05
2021-02-03-16-58-13,vel_y,83.6447518388749,5.19057549606194e-05
2021-02-03-16-58-13,vel_z,70.92789283333059,9.256805214169913e-05
2021-02-03-16-58-13,pos_x,104.5129596564758,9.951997263842881e-06
2021-02-03-16-58-13,pos_y,84.6135118414345,1.135746014317389e-05
2021-02-03-16-58-13,pos_z,98.29679855702828,5.959794817130248e-06
2021-02-03-16-58-13,mot_1,39.73006694402579,0.9400681417039827
2021-02-03-16-58-13,mot_2,39.72938572004003,0.9929780965104349
2021-02-03-16-58-13,mot_3,38.30754247688291,1.0756356482827434
2021-02-03-16-58-13,mot_4,38.77089820520413,0.8897944832781364
2021-02-03-16-58-13,dmot_1,8.359115272393083,161.26039970858102
2021-02-03-16-58-13,dmot_2,7.607196887743269,173.74103403654473
2021-02-03-16-58-13,dmot_3,7.164832611013057,187.3019241327979
2021-02-03-16-58-13,dmot_4,7.050113548931938,156.30203524995198
2021-02-03-16-58-13,vbat,58.16108172715115,6.213687375633867e-05
2021-02-03-17-04-15,ang_acc_x,18.941242537671037,0.2881330918257748
2021-02-03-17-04-15,ang_acc_y,18.24209830637749,0.1875357994281855
2021-02-03-17-04-15,ang_acc_z,11.731457750241015,0.16661390377193777
2021-02-03-17-04-15,ang_vel_x,41.72134362151655,0.003827346264922148
2021-02-03-17-04-15,ang_vel_y,44.17848072779283,0.002548618080594586
2021-02-03-17-04-15,ang_vel_z,37.23464223080707,0.002207475465888931
2021-02-03-17-04-15,qx,60.710706052705675,1.928338556268362e-05
2021-02-03-17-04-15,qy,68.99577291348953,1.944726476286197e-05
2021-02-03-17-04-15,qz,60.75265911961013,1.0516312337656353e-05
2021-02-03-17-04-15,qw,74.47287250067644,8.001778910576663e-06
2021-02-03-17-04-15,acc_x,62.20655534274405,0.0005398420298654272
2021-02-03-17-04-15,acc_y,64.71995997808322,0.0004156343172332071
2021-02-03-17-04-15,acc_z,54.74032777993531,7.961379989476373e-05
2021-02-03-17-04-15,vel_x,75.66924261501197,6.639995172514197e-05
2021-02-03-17-04-15,vel_y,68.3706519022949,4.926442728676871e-05
2021-02-03-17-04-15,vel_z,63.74937532745716,8.299987271926062e-05
2021-02-03-17-04-15,pos_x,81.20207961937346,9.496156173539426e-06
2021-02-03-17-04-15,pos_y,80.84149538893595,1.0587401278472263e-05
2021-02-03-17-04-15,pos_z,47.2915820576693,8.19411999693198e-06
2021-02-03-17-04-15,mot_1,40.889793890235055,1.1896244344076248
2021-02-03-17-04-15,mot_2,40.82816529213023,1.257031931296651
2021-02-03-17-04-15,mot_3,40.27353770556193,1.2459075077983854
2021-02-03-17-04-15,mot_4,41.72848587568567,1.0890833257609693
2021-02-03-17-04-15,dmot_1,8.267855535448547,204.35950836724913
2021-02-03-17-04-15,dmot_2,8.934860014103823,214.44741175740756
2021-02-03-17-04-15,dmot_3,8.713168039120363,212.84003630521025
2021-02-03-17-04-15,dmot_4,9.003318823844744,188.8479981819441
2021-02-03-17-04-15,vbat,51.249967846529074,0.00011413817627227444
2021-02-03-17-06-36,ang_acc_x,14.788556997285928,0.31145796654200525
2021-02-03-17-06-36,ang_acc_y,16.522499917880257,0.20553367135584227
2021-02-03-17-06-36,ang_acc_z,13.21568904765654,0.1777446796617926
2021-02-03-17-06-36,ang_vel_x,44.13936345596831,0.004096858868029091
2021-02-03-17-06-36,ang_vel_y,44.06940656546726,0.0028468085004847046
2021-02-03-17-06-36,ang_vel_z,40.59681754532566,0.002329286583074938
2021-02-03-17-06-36,qx,80.37891631581061,2.1686615533830004e-05
2021-02-03-17-06-36,qy,81.17847836270768,1.8304577324366366e-05
2021-02-03-17-06-36,qz,93.48302784230798,9.100813910976113e-06
2021-02-03-17-06-36,qw,88.65436485385096,1.3481498934083959e-05
2021-02-03-17-06-36,acc_x,61.507854441030354,0.0006729781099132529
2021-02-03-17-06-36,acc_y,66.93335416365046,0.0005403018859513989
2021-02-03-17-06-36,acc_z,91.334347960062,9.371265268702284e-05
2021-02-03-17-06-36,vel_x,83.85462607284607,8.307307762859638e-05
2021-02-03-17-06-36,vel_y,90.31916938698058,7.430268798892154e-05
2021-02-03-17-06-36,vel_z,68.7168485377282,0.0001667012826242991
2021-02-03-17-06-36,pos_x,103.59177598965442,1.0826602298718145e-05
2021-02-03-17-06-36,pos_y,104.72268041792756,1.2164342808599527e-05
2021-02-03-17-06-36,pos_z,101.71938037768997,7.639587066615006e-06
2021-02-03-17-06-36,mot_1,42.1741334322953,1.360205792817263
2021-02-03-17-06-36,mot_2,41.895018143759216,1.327178796756023
2021-02-03-17-06-36,mot_3,42.01334357193852,1.4933316969641037
2021-02-03-17-06-36,mot_4,41.32430602824613,1.342423473966088
2021-02-03-17-06-36,dmot_1,5.2957873913856615,237.02591508272027
2021-02-03-17-06-36,dmot_2,5.1275931966257975,229.3817586326957
2021-02-03-17-06-36,dmot_3,6.332764047520531,258.8533395771926
2021-02-03-17-06-36,dmot_4,4.784853569423586,235.0472144802738
2021-02-03-17-06-36,vbat,83.02561301219885,0.0001153760800750092
2021-02-03-17-14-47,ang_acc_x,12.065362018875982,0.3866046348303659
2021-02-03-17-14-47,ang_acc_y,15.225734819433525,0.2547217805299075
2021-02-03-17-14-47,ang_acc_z,10.695017464192473,0.2231385312549664
2021-02-03-17-14-47,ang_vel_x,43.8518951819072,0.005061740794618321
2021-02-03-17-14-47,ang_vel_y,42.74962076619654,0.0034877534832102567
2021-02-03-17-14-47,ang_vel_z,38.54988967540491,0.002905881447226371
2021-02-03-17-14-47,qx,71.83489009994325,2.262999283988319e-05
2021-02-03-17-14-47,qy,79.28284558301465,2.2851087175128165e-05
2021-02-03-17-14-47,qz,65.85478403612542,1.698335909605786e-05
2021-02-03-17-14-47,qw,82.49413849058749,8.387457235449125e-06
2021-02-03-17-14-47,acc_x,61.10557301312177,0.0008413770731824747
2021-02-03-17-14-47,acc_y,65.65127490641518,0.0007312841916690263
2021-02-03-17-14-47,acc_z,81.46618824483869,0.0001380007261382655
2021-02-03-17-14-47,vel_x,83.10806337540329,0.00012884238359114206
2021-02-03-17-14-47,vel_y,80.33779978582457,0.00010354198908053757
2021-02-03-17-14-47,vel_z,61.11880596496549,0.00023507606743440016
2021-02-03-17-14-47,pos_x,86.62048729349053,1.7423205157995358e-05
2021-02-03-17-14-47,pos_y,88.30254230848206,1.694194603668533e-05
2021-02-03-17-14-47,pos_z,79.29000037219397,1.1341152340307192e-05
